Symbol,Approved.Symbol
ACAD9,ACAD9
ACAD9-DT,ACAD9-DT
ACADL,ACADL
ACADM,ACADM
ACADS,ACADS
ACADSB,ACADSB
ACADVL,ACADVL
ACAM,CLMP
ACAN,ACAN
ACAP1,ACAP1
ACAP2,ACAP2
ACAP2-IT1,ACAP2-IT1
ACAP3,ACAP3
ACAS2,ACSS2
ACAS2L,ACSS1
ACAT,ACAT1
ACAT,SOAT1
ACAT1,SOAT1
ACAT1,ACAT1
ACAT2,SOAT2
ACAT2,ACAT2
ACATE2,ACOT9
ACATN,SLC33A1
ACBD1,DBI
ACBD2,ECI2
ACBD3,ACBD3
ACBD3-AS1,ACBD3-AS1
ACBD4,ACBD4
ACBD5,ACBD5
ACBD6,ACBD6
ACBD7,ACBD7
ACBP,CPN2
ACBP,DBI
ACC,ACACA
ACC-1,BCL2A1
ACC-2,BCL2A1
ACC-4,CTSH
ACC-5,CTSH
ACC-6,HMSD
ACC-ALPHA,ACACA
ACC-BETA,ACACB
ACC1,ACACA
ACC1,BCL2A1
ACC2,ACACB
ACC2,BCL2A1
ACC4,CTSH
ACC5,CTSH
ACC6,HMSD
ACCA,ACACA
ACCA,GPR3
ACCALPHA,ACACA
ACCB,ACACB
ACCBETA,ACACB
ACCN,ASIC2
ACCN1,ASIC2
ACCN2,ASIC1
ACCN3,ASIC3
ACCN4,ASIC4
ACCN5,ASIC5
ACCPN,SLC12A6
ACCS,ACCS
ACCSL,ACCSL
ACD,ACD
ACDASE,ASAH1
ACDC,ADIPOQ
ACDCR1,ADIPOR1
ACDCR2,ADIPOR2
ACDP1,CNNM1
ACDP2,CNNM2
ACDP3,CNNM3
ACDP4,CNNM4
ACE,ACE
ACE1,ACE
ACE2,ACE2
ACE2-DT,ACE2-DT
ACE3P,ACE3P
ACECS,ACSS2
ACECS2L,ACSS1
ACEH,ACE2
ACER1,ACER1
ACER2,ACER2
ACER2P1,ACER2P1
ACER3,ACER3
ACF,A1CF
ACF1,BAZ1A
ACF64,A1CF
ACF65,A1CF
ACF7,MACF1
ACG,DOCK11
ACGNAT,GLYAT
ACH,FGFR3
ACH1,ACOT7
ACH2,ACOT1
ACHAP,CUTA
ACHE,ACHE
ACHERON,LARP6
ACHM1,CNGB3
ACHM2,CNGA3
ACHM3,CNGB3
ACHM4,GNAT2
ACHM5,PDE6C
ACHP,LMBR1
ACHRD,CHRND
ACHRE,CHRNE
ACHRG,CHRNG
ACID1,MED25
ACIN1,ACIN1
ACINUS,ACIN1
ACK,TNK2
ACK1,TNK2
ACKR1,ACKR1
ACKR2,ACKR2
ACKR3,ACKR3
ACKR4,ACKR4
ACKR4P1,ACKR4P1
ACKR5,CCRL2
ACKR6,PITPNM3
ACL,ACLY
ACLP,AEBP1
ACLS,GLI3
ACLY,ACLY
ACMSD,ACMSD
ACN,NF2
ACN9,SDHAF3
ACNATP,ACNATP
ACO,KLK15
ACO1,ACO1
ACO2,ACO2
ACOD1,ACOD1
ACOD4,SCD5
ACONM,ACO2
ACOT1,ACOT1
ACOT11,ACOT11
ACOT12,ACOT12
ACOT13,ACOT13
ACOT2,ACOT2
ACOT4,ACOT4
ACOT6,ACOT6
ACOT7,ACOT7
ACOT8,ACOT8
ACOT9,ACOT9
ACOX1,ACOX1
ACOX2,ACOX2
ACOX3,ACOX3
ACOX4,ACOXL
ACOXL,ACOXL
ACOXL-AS1,ACOXL-AS1
ACP,NDUFAB1
ACP-3,ACP3
ACP1,NDUFAB1
ACP1,ACP1
ACP2,ACP2
ACP3,ACP3
ACP33,SPG21
ACP4,ACP4
ACP5,ACP5
ACP6,ACP6
ACP7,ACP7
ACPA,PRTN3
ACPIN1,FAM220A
ACPL,IL18RAP
ACPL1,ACP6
ACPL2,PXYLP1
ACPP,ACP3
ACPS,AASDHPPT
ACPT,ACP4
ACR,ACR
ACR1,PRDX5
ACRBP,ACRBP
ACRC,GCNA
ACRG,COMMD6
ACRP,SPAG7
ACRP1,ACRP1
ACRP30,ADIPOQ
ACRV1,ACRV1
ACS,ACCS
ACS,ACSS2
ACS1,ACSL1
ACS2,ACSL5
ACS2,ACSL6
ACS3,ACSL3
ACS3,TWIST1
ACS4,ACSL4
ACS5,ACSL5
ACSA,ACSS2
ACSB,SLC27A5
ACSBG1,ACSBG1
ACSBG2,ACSBG2
ACSF1,AACS
ACSF2,ACSF2
ACSF3,ACSF3
ACSF4,AASDH
ACSL1,ACSL1
ACSL3,ACSL3
ACSL3-AS1,ACSL3-AS1
ACSL3P1,ACSL3P1
ACSL4,ACSL4
ACSL5,ACSL5
ACSL6,ACSL6
ACSL6-AS1,ACSL6-AS1
ACSM1,ACSM1
ACSM2,ACSM2A
ACSM2,ACSM2B
ACSM2A,ACSM2A
ACSM2B,ACSM2B
ACSM3,ACSM3
ACSM4,ACSM4
ACSM5,ACSM5
ACSM5P1,ACSM5P1
ACSM6,ACSM6
ACSMW,ACSF2
ACSS1,ACSS1
ACSS2,ACSS2
ACSS3,ACSS3
ACSVL1,SLC27A2
ACSVL2,SLC27A6
ACSVL3,SLC27A3
ACSVL4,SLC27A4
ACSVL5,SLC27A1
ACSVL6,SLC27A5
ACT,ACOT7
ACT,FHL5
ACT,POTEM
ACT,SERPINA3
ACT-2,CCL4
ACT1,TRAF3IP2
ACT1GP1,ACTG1P1
ACT35,TNFRSF4
ACTA,ACTA1
ACTA1,ACTA1
ACTA2,ACTA2
ACTA2-AS1,ACTA2-AS1
ACTA3,ACTG2
ACTB,ACTB
ACTBL1,POTEH
ACTBL2,ACTBL2
ACTBL3,POTEKP
ACTBP1,ACTBP1
ACTBP10,ACTBP10
ACTBP11,ACTBP11
ACTBP12,ACTBP12
ACTBP13,ACTL11P
ACTBP14,ACTBP14
ACTBP15,ACTBP15
ACTBP16,ACTBP16
ACTBP2,ACTBP8
ACTBP2,ACTBP2
ACTBP3,ACTBP3
ACTBP4,ACTBP4
ACTBP6,ACTBP6
ACTBP7,ACTBP7
ACTBP8,ACTBP8
ACTBP9,ACTBP9
ACTC,ACTC1
ACTC1,ACTC1
ACTDP,DSTN
ACTE1P,ACTE1P
ACTG,ACTG1
ACTG1,ACTG1
ACTG1P1,ACTG1P1
ACTG1P10,ACTG1P10
ACTG1P11,ACTG1P11
ACTG1P12,ACTG1P12
ACTG1P13,ACTG1P13
ACTG1P14,ACTG1P14
ACTG1P15,ACTG1P15
ACTG1P16,ACTG1P16
ACTG1P17,ACTG1P17
ACTG1P18,ACTG1P18
ACTG1P19,ACTG1P19
ACTG1P2,ACTG1P2
ACTG1P20,ACTG1P20
ACTG1P21,ACTG1P21
ACTG1P22,ACTG1P22
ACTG1P23,ACTG1P23
ACTG1P24,ACTG1P24
ACTG1P25,ACTG1P25
ACTG1P3,ACTG1P3
ACTG1P4,ACTG1P4
ACTG1P6,ACTG1P6
ACTG1P7,ACTG1P7
ACTG1P8,ACTG1P8
ACTG1P9,ACTG1P9
ACTG2,ACTG2
ACTGP1,ACTG1P1
ACTGP10,ACTG1P10
ACTGP2,ACTG1P2
ACTGP3,ACTG1P3
ACTGP4,ACTG1P4
ACTGP5,ACTBP12
ACTGP6,ACTG1P6
ACTGP7,ACTG1P7
ACTGP8,ACTG1P8
ACTGP9,ACTG1P9
ACTH,POMC
ACTHR,MC2R
ACTIVIN,INHBE
ACTL1,ACTG1P10
ACTL10,ACTL10
ACTL11P,ACTL11P
ACTL2,ACTG1P2
ACTL3,ACTG2
ACTL6,ACTL6A
ACTL6,ACTL6B
ACTL6A,ACTL6A
ACTL6B,ACTL6B
ACTL7A,ACTL7A
ACTL7B,ACTL7B
ACTL8,ACTL8
ACTL9,ACTL9
ACTMAP,ACTMAP
ACTN1,ACTN1
ACTN1-AS1,ACTN1-DT
ACTN1-DT,ACTN1-DT
ACTN2,ACTN2
ACTN3,ACTN3
ACTN4,ACTN4
ACTN4P1,ACTN4P1
ACTN4P2,ACTN4P2
ACTP1,ACTP1
ACTR,NCOA3
ACTR-IIB,ACVR2B
ACTR10,ACTR10
ACTR11,ACTR10
ACTR1A,ACTR1A
ACTR1AP1,ACTR1AP1
ACTR1B,ACTR1B
ACTR2,ACTR2
ACTR3,ACTR3
ACTR3-AS1,ACTR3-AS1
ACTR3B,ACTR3B
ACTR3BP1,ACTR3BP1
ACTR3BP2,ACTR3BP2
ACTR3BP3,ACTR3BP3
ACTR3BP4,ACTR3BP4
ACTR3BP5,ACTR3BP5
ACTR3BP6,ACTR3BP6
ACTR3BP7,ACTR3BP7
ACTR3C,ACTR3C
ACTR3P1,ACTR3P1
ACTR3P2,ACTR3P2
ACTR3P3,ACTR3P3
ACTR5,ACTR5
ACTR6,ACTR6
ACTR6P1,ACTR6P1
ACTR8,ACTR8
ACTRIB,ACVR1B
ACTRII,ACVR2A
ACTRT1,ACTRT1
ACTRT1P1,ACTRT1P1
ACTRT2,ACTRT2
ACTRT3,ACTRT3
ACTSA,ACTA2
ACTSG,ACTG2
ACV,ITPR1
ACVR1,ACVR1
ACVR1A,ACVR1
ACVR1B,ACVR1B
ACVR1C,ACVR1C
ACVR2,ACVR2A
ACVR2A,ACVR2A
ACVR2B,ACVR2B
ACVR2B-AS1,ACVR2B-AS1
ACVRIP1,MAGI2
ACVRL1,ACVRL1
ACVRLK1,ACVRL1
ACVRLK2,ACVR1
ACVRLK3,BMPR1A
ACVRLK4,ACVR1B
ACVRLK4,TGFBR1
ACVRLK7,ACVR1C
ACY-3,ACY3
ACY1,ACY1
ACY1L,CCDC102B
ACY1L2,PM20D2
ACY2,ASPA
ACY3,ACY3
ACYL3P,OACYLP
ACYP1,ACYP1
ACYP2,ACYP2
ACZ,PCLO
AD-003,NTMT1
AD-004,TAF9
AD-005,CNOT1
AD-015,SELENOS
AD-017,GLT8D1
AD-020,TMEM167B
AD-FSP,ATL1
AD002,CWC15
AD023,MIF4GD
AD024,SPC25
AD025,PLGRKT
AD026,ADORA3
AD026,TMIGD3
AD029,GPALPP1
AD031,ARHGAP42
AD034,RIOK1
AD035,GBA2
AD037,RASSF4
AD1,APP
AD158,LRRC8C
AD2,APOE
AD24,NOC3L
AD3,PSEN1
AD3,TBC1D8
AD3L,PSEN2
AD4,PSEN2
AD4BP,NR5A1
ADA,ADA
ADA1,ADA
ADA1,TADA1
ADA2,TADA2A
ADA2,ADA2
ADA2A,TADA2A
ADA3,TADA3
ADAD1,ADAD1
ADAD1P1,ADAD1P1
ADAD1P2,ADAD1P2
ADAD2,ADAD2
ADAL,ADAL
ADAM-TS10,ADAMTS10
ADAM-TS2,ADAMTS2
ADAM-TS6,ADAMTS6
ADAM-TS7,ADAMTS7
ADAM-TS8,ADAMTS8
ADAM1,ADAM1A
ADAM10,ADAM10
ADAM11,ADAM11
ADAM12,ADAM12
ADAM15,ADAM15
ADAM17,ADAM17
ADAM18,ADAM18
ADAM19,ADAM19
ADAM1A,ADAM1A
ADAM1B,ADAM1B
ADAM1P,ADAM1A
ADAM2,ADAM2
ADAM20,ADAM20
ADAM20P1,ADAM20P1
ADAM20P2,ADAM20P2
ADAM20P3,ADAM20P3
ADAM21,ADAM21
ADAM21P,ADAM21P1
ADAM21P1,ADAM21P1
ADAM22,ADAM22
ADAM23,ADAM28
ADAM23,ADAM23
ADAM24P,ADAM24P
ADAM27,ADAM18
ADAM28,ADAM28
ADAM29,ADAM29
ADAM3,ADAM3A
ADAM30,ADAM30
ADAM31,ADAM21
ADAM32,ADAM32
ADAM33,ADAM33
ADAM3A,ADAM3A
ADAM3B,ADAM3B
ADAM5,ADAM5
ADAM5P,ADAM5
ADAM6,ADAM6
ADAM7,ADAM7
ADAM7-AS1,ADAM7-AS1
ADAM7-AS2,ADAM7-AS2
ADAM8,ADAM8
ADAM9,ADAM9
ADAMDEC1,ADAMDEC1
ADAMTS-2,ADAMTS4
ADAMTS-3,ADAMTS2
ADAMTS-4,ADAMTS3
ADAMTS1,ADAMTS1
ADAMTS10,ADAMTS10
ADAMTS11,ADAMTS5
ADAMTS12,ADAMTS12
ADAMTS13,ADAMTS13
ADAMTS14,ADAMTS14
ADAMTS15,ADAMTS15
ADAMTS16,ADAMTS16
ADAMTS16-DT,ADAMTS16-DT
ADAMTS16S,ADAMTS16
ADAMTS17,ADAMTS17
ADAMTS18,ADAMTS18
ADAMTS19,ADAMTS19
ADAMTS19-AS1,ADAMTS19-AS1
ADAMTS2,ADAMTS2
ADAMTS20,ADAMTS20
ADAMTS21,ADAMTS18
ADAMTS3,ADAMTS3
ADAMTS4,ADAMTS4
ADAMTS5,ADAMTS5
ADAMTS6,ADAMTS6
ADAMTS7,ADAMTS7
ADAMTS7P1,ADAMTS7P1
ADAMTS7P2,ADAMTS7P1
ADAMTS7P3,ADAMTS7P3
ADAMTS7P4,ADAMTS7P4
ADAMTS8,ADAMTS8
ADAMTS9,ADAMTS9
ADAMTS9-AS1,ADAMTS9-AS1
ADAMTS9-AS2,ADAMTS9-AS2
ADAMTSL1,ADAMTSL1
ADAMTSL2,ADAMTSL2
ADAMTSL3,ADAMTSL3
ADAMTSL4,ADAMTSL4
ADAMTSL4-AS1,ADAMTSL4-AS1
ADAMTSL4-AS2,ADAMTSL4-AS2
ADAMTSL5,ADAMTSL5
ADAMTSL6,THSD4
ADAMTSR1,ADAMTSL1
ADANE,RANBP2
ADAP,FYB1
ADAP-S,AGPS
ADAP1,ADAP1
ADAP2,ADAP2
ADAP6,AKAP6
ADAR,ADAR
ADAR1,ADAR
ADAR2,ADARB1
ADAR2A,ADARB1
ADAR2A-L1,ADARB1
ADAR2A-L2,ADARB1
ADAR2A-L3,ADARB1
ADAR2B,ADARB1
ADAR2C,ADARB1
ADAR2D,ADARB1
ADAR2G,ADARB1
ADAR3,ADARB2
ADARB1,ADARB1
ADARB2,ADARB2
ADARB2-AS1,ADARB2-AS1
ADAS,AGPS
ADAT1,ADAT1
ADAT2,ADAT2
ADAT3,ADAT3
ADB2,ITGAD
ADC,AZIN2
ADCA,PDYN
ADCAD2,LRP6
ADCAII,ATXN7
ADCK1,ADCK1
ADCK2,ADCK2
ADCK3,COQ8A
ADCK4,COQ8B
ADCK5,ADCK5
ADCP1,ADCP1
ADCP2,DPP4
ADCY1,ADCY1
ADCY10,ADCY10
ADCY10P1,ADCY10P1
ADCY2,ADCY2
ADCY3,ADCY8
ADCY3,ADCY3
ADCY4,ADCY4
ADCY5,ADCY5
ADCY6,ADCY6
ADCY6-DT,ADCY6-DT
ADCY7,ADCY7
ADCY8,ADCY8
ADCY9,ADCY9
ADCYAP1,ADCYAP1
ADCYAP1R1,ADCYAP1R1
ADD1,ADD1
ADD2,ADD2
ADD3,ADD3
ADD3-AS1,ADD3-AS1
ADDB,ADD2
ADDL,ADD3
ADE2H1,PAICS
ADF,DSTN
ADFP,PLIN2
ADG-90,GFOD1
ADGB,ADGB
ADGB-DT,ADGB-DT
ADGF,ADA2
ADGRA1,ADGRA1
ADGRA1-AS1,ADGRA1-AS1
ADGRA2,ADGRA2
ADGRA3,ADGRA3
ADGRA3P1,ADGRA3P1
ADGRB1,ADGRB1
ADGRB2,ADGRB2
ADGRB3,ADGRB3
ADGRB3-DT,ADGRB3-DT
ADGRC1,CELSR1
ADGRC2,CELSR2
ADGRC3,CELSR3
ADGRD1,ADGRD1
ADGRD1-AS1,ADGRD1-AS1
ADGRD2,ADGRD2
ADGRE1,ADGRE1
ADGRE2,ADGRE2
ADGRE3,ADGRE3
ADGRE4P,ADGRE4P
ADGRE5,ADGRE5
ADGRF1,ADGRF1
ADGRF2,ADGRF2P
ADGRF2P,ADGRF2P
ADGRF3,ADGRF3
ADGRF4,ADGRF4
ADGRF5,ADGRF5
ADGRF5-AS1,ADGRF5-AS1
ADGRF5P1,ADGRF5P1
ADGRF5P2,ADGRF5P2
ADGRG1,ADGRG1
ADGRG2,ADGRG2
ADGRG3,ADGRG3
ADGRG4,ADGRG4
ADGRG5,ADGRG5
ADGRG6,ADGRG6
ADGRG7,ADGRG7
ADGRL1,ADGRL1
ADGRL1-AS1,ADGRL1-AS1
ADGRL2,ADGRL2
ADGRL3,ADGRL3
ADGRL3-AS1,ADGRL3-AS1
ADGRL4,ADGRL4
ADGRV1,ADGRV1
ADH,AVP
ADH-2,ADH4
ADH-3,ADH5
ADH-4,ADH7
ADH-5,ADH6
ADH1,ADH1A
ADH1A,ADH1A
ADH1B,ADH1B
ADH1C,ADH1C
ADH2,ADH1B
ADH3,ADH1C
ADH4,ADH4
ADH5,ADH5
ADH5B,ADH5P4
ADH5P2,ADH5P2
ADH5P3,ADH5P3
ADH5P4,ADH5P4
ADH5P5,ADH5P5
ADH6,ADH6
ADH7,ADH7
ADHALIN,SGCA
ADHAPS,AGPS
ADHFE1,ADHFE1
ADHX,ADH5
ADI1,ADI1
ADI1P1,ADI1P1
ADI1P2,ADI1P2
ADI1P3,ADI1P3
ADIG,ADIG
ADINR,CEBPA-DT
ADIPINT,ADIPINT
ADIPOLIN,C1QTNF12
ADIPONECTIN,ADIPOQ
ADIPONUTRIN,PNPLA3
ADIPOQ,ADIPOQ
ADIPOQ-AS1,ADIPOQ-AS1
ADIPOR1,ADIPOR1
ADIPOR1P1,ADIPOR1P1
ADIPOR1P2,ADIPOR1P2
ADIPOR2,ADIPOR2
ADIR,TOR3A
ADIR2,TOR3A
ADIRF,ADIRF
ADIRF-AS1,ADIRF-AS1
ADISSP,ADISSP
ADK,ADK
ADL,SGCA
ADLICANP,MXRA5Y
ADM,ADM
ADM-DT,ADM-DT
ADM2,ADM2
ADM5,ADM5
ADMCKD,MUC1
ADMCKD1,MUC1
ADMLX,ANOS1
ADMLY,ANOS2P
ADMP,SPTSSB
ADMP-1,ADAMTS4
ADMP-2,ADAMTS5
ADMR,GPR182
ADN,CFD
ADNIV,CAPN5
ADNP,ADNP
ADNP-AS1,ADNP-AS1
ADNP1,ADNP
ADNP2,ADNP2
ADO,ADO
ADOHCYASE,AHCY
ADOHCYASE3,AHCYL2
ADOPLIN-2,ORMDL2
ADORA1,ADORA1
ADORA2,ADORA2A
ADORA2A,ADORA2A
ADORA2A-AS1,ADORA2A-AS1
ADORA2B,ADORA2B
ADORA2BP,ADORA2BP1
ADORA2BP1,ADORA2BP1
ADORA3,ADORA3
ADP,WDTC1
ADP-GK,ADPGK
ADPGK,ADPGK
ADPGK-AS1,ADPGK-AS1
ADPLA,PLAAT3
ADPN,PNPLA3
ADPRH,ADPRH
ADPRHL1,ADPRHL1
ADPRHL2,ADPRS
ADPRM,ADPRM
ADPRS,ADPRS
ADPRT,PARP1
ADPRT3,PARP3
ADPRTL1,PARP4
ADPRTL1P,PARP4P1
ADPRTL2,PARP2
ADPRTL3,PARP3
ADPRTL4,PARP4P3
ADPRTP1,PARP1P1
ADPRTP2,PARP1P2
ADPS,AGPS
ADPSP,SPAST
ADR,FDXR
ADRA1,ADRA1D
ADRA1A,ADRA1D
ADRA1A,ADRA1A
ADRA1B,ADRA1B
ADRA1C,ADRA1A
ADRA1D,ADRA1D
ADRA1L1,ADRA1A
ADRA1R,ADRA1D
ADRA2,ADRA2A
ADRA2A,ADRA2A
ADRA2B,ADRA2B
ADRA2C,ADRA2C
ADRA2L1,ADRA2B
ADRA2L2,ADRA2C
ADRA2R,ADRA2A
ADRA2RL1,ADRA2B
ADRA2RL2,ADRA2C
ADRAR,ADRA2A
ADRARL1,ADRA2B
ADRARL2,ADRA2C
ADRB1,ADRB1
ADRB1R,ADRB1
ADRB2,ADRB2
ADRB2R,ADRB2
ADRB2RL1,HTR1A
ADRB3,ADRB3
ADRBK1,GRK2
ADRBK2,GRK3
ADRBR,ADRB2
ADRBRL1,HTR1A
ADRENOLEUKODYSTROPHY,ABCD1
ADRM1,ADRM1
ADRP,PLIN2
ADRX,PRXL2A
ADSA,RNF170
ADSF,RETN
ADSL,ADSL
ADSS,ADSS2
ADSS1,ADSS1
ADSS2,ADSS2
ADSSL1,ADSS1
ADTAA,AP2A1
ADTAB,AP2A2
ADTB1,AP1B1
ADTB1L1,AP1B1P1
ADTB1L2,AP1B1P2
ADTB2,AP2B1
ADTB3A,AP3B1
ADTD,AP3D1
ADTG,AP1G1
ADTRP,ADTRP
ADVIL,AVIL
ADX,FDX1
ADXP1,FDX1P1
ADXR,FDXR
AE01,NBPF9
AE1,SLC4A1
AE2,NBPF3
AE2,SLC4A2
AE3,SLC4A3
AE4,SLC4A9
AEBP1,AEBP1
AEBP2,AEBP2
AEG-1,MTDH
AEG2,CRISP3
AEGL1,CRISP1
AEGP,MAMDC4
AEMK,KCNA1
AEN,AEN
AEP2,SPATA32
AEPLC,BACE2
AER61,EOGT
AERRIE,LINC01013
AES,TLE5
AEZ,SLC39A4
AF,PSMD4
AF-1,IFNGR2
AF-1,PSMD4
AF-1P,EPS15
AF-4,AFF1
AF-6,AFDN
AF-9,MLLT3
AF020591,ZNF544
AF1,EFNA5
AF10,MLLT10
AF131216.3,TDH-AS1
AF15Q14,KNL1
AF17,MLLT6
AF178030.2,TRPS1-AS1
AF17Q25,SEPTIN9
AF1Q,MLLT11
AF3P21,NCKIPSD
AF4,AFF1
AF4P12,FRYL
AF5Q31,AFF4
AF6,AFDN
AF6Q21,FOXO3
AF9,MLLT3
AF9Q34,DAB2IP
AFAF,EQTN
AFAP,AFAP1
AFAP-110,AFAP1
AFAP1,AFAP1
AFAP1-AS,AFAP1-AS1
AFAP1-AS1,AFAP1-AS1
AFAP1AS,AFAP1-AS1
AFAP1L1,AFAP1L1
AFAP1L2,AFAP1L2
AFAR,AKR7A2
AFAR3,AKR7L
AFARP1,AKR7A2P1
AFBP,IGFBP1
AFCP,CAPG
AFDN,AFDN
AFDN-AS1,AFDN-DT
AFDN-DT,AFDN-DT
AFF1,AFF1
AFF1-AS1,AFF1-AS1
AFF2,AFF2
AFF2-IT1,AFF2-IT1
AFF3,AFF3
AFF4,AFF4
AFF4-DT,AFF4-DT
AFF4P1,AFF4P1
AFG1,AFG1L
AFG1L,AFG1L
AFG2,AFG2A
AFG2A,AFG2A
AFG2B,AFG2B
AFG3,AFG3L1P
AFG3L1,AFG3L1P
AFG3L1P,AFG3L1P
AFG3L2,AFG3L2
AFG3L2P,AFG3L2P1
AFG3L2P1,AFG3L2P1
AFGF,FGF1
AFI1A,DENND6A
AFI1B,DENND6B
AFM,AFM
AFMID,AFMID
AFP,AFP
AFRO,ADIRF
AFT,CMTR2
AFTPH,AFTPH
AFTPH-DT,AFTPH-DT
AFURS1,ATP13A3
AFX1,FOXO4
AG1,NBPF10
AG2,AGR2
AG2,C11orf96
AG2S,AGTR1
AGA,AGA
AGA-DT,AGA-DT
AGAP1,AGAP1
AGAP1-IT1,AGAP1-IT1
AGAP10,AGAP10P
AGAP10P,AGAP10P
AGAP11,AGAP11
AGAP12P,AGAP12P
AGAP13P,AGAP13P
AGAP14,AGAP14P
AGAP14P,AGAP14P
AGAP2,AGAP2
AGAP2-AS1,AGAP2-AS1
AGAP3,AGAP3
AGAP4,AGAP4
AGAP5,AGAP5
AGAP6,AGAP6
AGAP7,AGAP7P
AGAP7P,AGAP7P
AGAP8,AGAP4
AGAP9,AGAP9
AGAS,NAGS
AGAT,GATM
AGBL1,AGBL1
AGBL1-AS1,AGBL1-AS1
AGBL2,AGBL2
AGBL3,AGBL3
AGBL4,AGBL4
AGBL4-AS1,AGBL4-AS1
AGBL4-IT1,AGBL4-IT1
AGBL5,AGBL5
AGBL5-AS1,AGBL5-AS1
AGBL5-IT1,AGBL5-IT1
AGC1,ACAN
AGC1,SLC25A12
AGD1,MIR100HG
AGD2,MIR4435-2HG
AGD3,C12orf75
AGER,AGER
AGF,ANGPTL6
AGFG1,AGFG1
AGFG2,AGFG2
AGGF1,AGGF1
AGGF1P1,AGGF1P1
AGGF1P10,AGGF1P10
AGGF1P2,AGGF1P2
AGGF1P3,AGGF1P3
AGGF1P4,AGGF1P4
AGGF1P5,AGGF1P5
AGGF1P6,AGGF1P6
AGGF1P7,AGGF1P7
AGGF1P8,AGGF1P8
AGGF1P9,AGGF1P9
AGGG,NDUFB2
AGGRUS,PDPN
AGIF,IL11
AGK,AGK
AGK-DT,AGK-DT
AGKP1,AGKP1
AGKP2,AGKP2
AGKY1,AGKP1
AGL,AGL
AGM1,PGM3
AGMAT,AGMAT
AGMO,AGMO
AGMX1,BTK
AGO,FBXW7
AGO1,AGO1
AGO2,AGO2
AGO3,AGO3
AGO4,AGO4
AGO61,POMGNT2
AGP,ATP5MK
AGP-B,ORM2
AGP-B',ORM2
AGP2,ORM2
AGP7,PRTN3
AGPAT1,AGPAT1
AGPAT10,GPAT3
AGPAT10,LPCAT1
AGPAT11,LPCAT2
AGPAT2,AGPAT2
AGPAT3,AGPAT3
AGPAT4,AGPAT4
AGPAT4-IT1,AGPAT4-IT1
AGPAT5,AGPAT5
AGPAT5P1,AGPAT5P1
AGPAT6,GPAT4
AGPAT7,LPCAT4
AGPAT8,LCLAT1
AGPAT9,GPAT3
AGPAT9,LPCAT1
AGPG,ACTG1P25
AGPHD1,HYKK
AGPS,AGPS
AGPT-1,ANGPT1
AGR1,TXNDC12
AGR16,S1PR2
AGR2,AGR2
AGR3,AGR3
AGRIN,AGRN
AGRINL,EGFLAM
AGRN,AGRN
AGRNL,EGFLAM
AGRNR,DAG1
AGRP,AGRP
AGRT,AGRP
AGS,JAG1
AGS1,RASD1
AGS1,TREX1
AGS2,RNASEH2B
AGS3,GPSM1
AGS3,RNASEH2C
AGS4,GPSM3
AGS4,RNASEH2A
AGS5,SAMHD1
AGSK1,GOLGA2P10
AGT,AGXT
AGT,AGT
AGT-1,SLC7A13
AGT1,AGXT
AGT2,AGXT2
AGTAVPRL,NLRP3
AGTBP,NLN
AGTIL,ASIP
AGTPBP1,AGTPBP1
AGTR1,AGTR1
AGTR1A,AGTR1
AGTR1B,AGTR1
AGTR2,AGTR2
AGTRAP,AGTRAP
AGTRL1,APLNR
AGU1,PAPPA-AS2
AGU2,DANCR
AGX,UAP1
AGX1,UAP1
AGXT,AGXT
AGXT1,AGXT
AGXT2,AGXT2
AGXT2L1,ETNPPL
AGXT2L2,PHYKPL
AH2,ZRANB3
AHA1,AHSA1
AHA1,AHSA2P
AHAS,ILVBL
AHC,NR0B1
AHCH,NR0B1
AHCP,FAM8A1
AHCTF1,AHCTF1
AHCTF1P,AHCTF1P1
AHCTF1P1,AHCTF1P1
AHCY,AHCY
AHCYL1,AHCYL1
AHCYL2,AHCYL2
AHCYP1,AHCYP1
AHCYP2,AHCYP2
AHCYP3,AHCYP3
AHCYP4,AHCYP4
AHCYP5,AHCYP5
AHCYP6,AHCYP6
AHCYP7,AHCYP7
AHCYP8,AHCYP8
AHD,JAG1
AHDC1,AHDC1
AHDS,SLC16A2
AHH,AHRR
AHHR,AHRR
AHI1,AHI1
AHI1-DT,AHI1-DT
AHIF,HIF1A-AS2
AHNAK,AHNAK
AHNAK1,AHNAK
AHNAK2,AHNAK2
AHR,AHR
AHRR,AHRR
AHSA1,AHSA1
AHSA2,AHSA2P
AHSA2P,AHSA2P
AHSG,AHSG
AHSP,AHSP
AI2A4,ODAPH
AIB1,NCOA3
AIB3,NCOA6
AIBC1,BCAS1
AIBP,AUNIP
AIBP,NAXE
AIBP63,HPS5
AIBZIP,CREB3L4
AICARFT,ATIC
AICDA,AICDA
AICL,CLEC2B
AID,AICDA
AIDA,AIDA
AIDA-1,ANKS1B
AIDAP1,AIDAP1
AIDAP2,AIDAP2
AIDAP3,AIDAP3
AIDD,DCD
AIE-75,USH1C
AIEBP,USHBP1
AIED,CACNA1F
AIF,AIFM1
AIF-1,AIF1
AIF1,AIF1
AIF1L,AIF1L
AIFL,AIFM3
AIFM1,AIFM1
AIFM1P1,AIFM1P1
AIFM2,AIFM2
AIFM3,AIFM3
AIG-1,AIG1
AIG1,AIG1
AIG1L,ADTRP
